,year,company,inn,money,region_id,region
874,2009,"Общество с ограниченной ответственностью ""ЗЕФС-ЭНЕРГО""",5258049909,2.6,52,Нижегородская область
875,2008,"Нижегородский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5259034800,0.594343,52,Нижегородская область
876,2006,"Нижегородский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5259034800,5.74191,52,Нижегородская область
877,2015,"АО ""КОВДОРСКИЙ ГОРНО-ОБОГАТИТЕЛЬНЫЙ КОМБИНАТ""",5104002234,8.0,51,Мурманская область
878,2015,"АО ""Кольская горно-металлургическая компания""",5191431170,2.0,51,Мурманская область
879,2014,"Мурманский региональный общественный фонд поддержки Всероссийской политической партии""Единая Россия""",5190109852,34.150824,51,Мурманская область
880,2013,"Мурманский региональный общественный фонд поддержки Всероссийской политической партии""Единая Россия""",5190109852,4.47,51,Мурманская область
881,2013,"ОАО ""Оленегорский горно-обогатительный комбинат""",5108300030,1.125,51,Мурманская область
882,2012,"Мурманский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5190109852,3.890968,51,Мурманская область
883,2011,"Мурманский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5190109852,10.95814,51,Мурманская область
884,2011,"Открытое акционерное общество ""Кольская горно-металлургическая компания""",5191431170,1.6,51,Мурманская область
885,2010,"Открытое акционерное общество ""Кольская горно-металлургическая компания""",5191431170,1.75,51,Мурманская область
886,2010,"Мурманский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5190109852,1.591004,51,Мурманская область
887,2009,"Открытое акционерное общество ""Кольская горно -металлургическая компания""",5191431170,13.026994,51,Мурманская область
888,2009,"Мурманский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5190109852,1.008366,51,Мурманская область
889,2008,"Мурманский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5190109852,7.175,51,Мурманская область
890,2008,"Открытое акционерное общество ""Кольская горно-металлургическая компания""",5191431170,2.0025,51,Мурманская область
891,2006,"Мурманский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5190109852,9.10608,51,Мурманская область
892,2015,"ООО ""Кольчуга""",5027123513,10.0,50,Московская область
893,2015,"ООО ""Форвард Авто""",5024152026,6.0,50,Московская область
894,2015,"ОАО ""ХОТЬКОВСКИЙ АВТОМОСТ""",5042001439,5.0,50,Московская область
895,2015,"ЗАО Фирма ""АВГУСТ""",5046001101,2.0,50,Московская область
896,2015,"ОАО ""Сервисснаб""",5032050116,1.5,50,Московская область
897,2015,"АО ""Щелково Агрохим""",5050029646,1.0,50,Московская область
898,2015,"ООО ""Нефтьторгсервис""",5044019537,0.45,50,Московская область
899,2015,"ООО ""ПРЕЗЕНТАЦИЯ""",5029159321,0.4,50,Московская область
900,2014,"Московский областной региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5001040774,32.344316,50,Московская область
901,2014,"""ПАЛЬМИРА"" ООО",5056004310,7.0,50,Московская область
902,2014,"ОАО ""Можайский дорожник""",5028000105,5.0,50,Московская область
903,2014,"ООО ""ВДК-Таврида Электрик""",5031040002,1.5,50,Московская область
904,2014,"Чеховский местный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5048092785,0.715,50,Московская область
905,2014,"ООО ""ИРВИН 2""",5027083476,0.5,50,Московская область
906,2013,"Московский областной региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5001040774,29.95,50,Московская область
907,2013,"Чеховский местный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5048092785,0.54,50,Московская область
908,2013,"Московский областной региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5001040774,0.45,50,Московская область
909,2013,"ООО ""Аудиторская фирма ""АудитФинанс""",5030062194,0.35,50,Московская область
910,2012,"Общество с ограниченной ответственностью ""Мытищинская база нефтепродуктов""",5029094120,50.0,50,Московская область
911,2012,"Московский областной региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5001040774,23.48457,50,Московская область
912,2012,"Общество с ограниченной ответственностью ""Аудиторская фирма ""АудитФинанс""",5030062194,0.46,50,Московская область
913,2011,"Московский областной региональный общественный фонд под держки Всероссийской политической партии ""Единая Россия""",5001040774,43.3,50,Московская область
914,2011,"Общество с ограниченной ответственностью ""Мытищинская база нефтепродуктов""",5029094120,40.0,50,Московская область
915,2011,"Открытое акционерное общество ""Белая Дача""",5027026407,6.0,50,Московская область
916,2011,"Общество с ограниченной ответственностью ""Ресторан-Эдвайзер""",5007072613,5.0,50,Московская область
917,2011,"Общество с ограниченной ответственностью ""Мисайлово-3""",5018122305,5.0,50,Московская область
918,2011,"Общество с ограниченной ответственностью ""Первомайское""",5030055292,5.0,50,Московская область
919,2011,"Общество с ограниченной ответственностью ""Раздолье""",5038059605,5.0,50,Московская область
920,2011,"Открытое акционерное общество ""Хотьковский Автомост""",5042001439,1.0,50,Московская область
921,2011,"Пушкинский местный общественный фонд поддержки Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""",5038051966,0.6055,50,Московская область
922,2011,"Наро-Фоминский местный общественный фонд поддержки Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""",5030054316,0.51675,50,Московская область
923,2010,"Общество с ограниченной ответственностью ""Мытищинская база нефтепродуктов""",5029094120,55.0,50,Московская область
924,2010,"Московский областной региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5001040774,26.109028,50,Московская область
925,2009,"Московский областной региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия """,5001040774,43.3,50,Московская область
926,2008,"Общество с ограниченной ответственностью ""Магистраль-Торговый Дом""",5047070644,8.0,50,Московская область
927,2008,"Московский областной региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5001040774,1.7,50,Московская область
928,2008,"Закрытое акционерное общество ""АЛЛОД""",5032079556,1.08,50,Московская область
929,2006,"Московский областной региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",5001040774,9.795426,50,Московская область
930,2006,"Общество с ограниченной ответственностью ""МЕГА АСПЕКТ""",5017065598,1.95,50,Московская область
931,2006,"Закрытое акционерное общество ""Русское море""",5031033020,1.3,50,Московская область
932,2015,"ООО ""Колыманефтепродукт""",4900004453,8.5,49,Магаданская область
933,2015,"ООО ""Магаданская дорожная компания""",4909111900,1.5,49,Магаданская область
934,2015,"ООО ""Колыма-Бизнес""",4909911368,1.48769373,49,Магаданская область
935,2015,"ООО ""Электросетьмонтаж""",4909088627,0.4,49,Магаданская область
936,2014,"Магаданский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4909907192,3.886656,49,Магаданская область
937,2013,"Магаданский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4909907192,1.689045,49,Магаданская область
938,2010,"Магаданский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4909907192,23.971702,49,Магаданская область
939,2009,"Магаданский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4909907192,28.2738,49,Магаданская область
940,2006,"Магаданский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4909907192,7.0,49,Магаданская область
941,2015,"ООО ""ЛКК""",4826082967,0.5,48,Липецкая область
942,2014,"Липецкий региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4825032480,6.473864,48,Липецкая область
943,2013,"Липецкий региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4825032480,3.45,48,Липецкая область
944,2012,"Липецкий региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4825032480,15.58,48,Липецкая область
945,2011,"Липецкий региональный общественный фонд под держки Всероссийской политической партии 'Единая Россия"" _4._",4825032480,33.2,48,Липецкая область
946,2011,"Общество с ограниченной ответственностью ""Предприятие ""Управляющая компания""",4824019744,1.5,48,Липецкая область
947,2011,"Закрытое акционерное общество ""Липецкпиво""",4825006113,1.0,48,Липецкая область
948,2010,"Общество с ограниченной ответственностью ""Мастер Хаус""",4826058690,1.0,48,Липецкая область
949,2009,"Закрытое акционерное общество ""Липецкцемент""",4825002609,5.0,48,Липецкая область
950,2009,"Общество с ограниченной ответственностью ""Страховая медицинская компания ""Новолипецкая""",4826002802,1.325,48,Липецкая область
951,2008,"Открытое акционерное общество ""Липецкцемент""",4825002609,10.0,48,Липецкая область
952,2008,"Открытое акционерное общество ""Эксперементально-консервный завод ""Лебедянский""",4811000739,0.74325,48,Липецкая область
953,2006,"Липецкий региональный общественный фонд поддержки Всероссийской партии ""ЕДИНСТВО и ОТЕЧЕСТВО"" - Единая Россия",4825032480,9.192537,48,Липецкая область
954,2008,"Закрытое акционерное общество ""Пикалевский цемент""",4701007851,5.0,47,Ленинградская область
955,2015,"ОАО ""Курскрезинотехника""",4632001454,6.0,46,Курская область
956,2014,"Курский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4632024980,8.085733,46,Курская область
957,2014,АССОЦИАЦИЯ РАБОТНИКОВ ВЕТЕРЕНАРИИ КУРСКОЙ ОБЛАСТИ,4632033745,0.5,46,Курская область
958,2013,"Курский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4632024980,2.485605,46,Курская область
959,2012,"Курский региональный общественный фонд гтоттггепжтси Ягепппг.ийгтггш пптштичлглгпй пяптии ""Единая Россия""",4632024980,11.30502,46,Курская область
960,2011,"Курский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4632024980,43.412618,46,Курская область
961,2010,"Курский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4632024980,9.41068,46,Курская область
962,2009,"Курский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4632024980,36.133,46,Курская область
963,2008,"Курский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4632024980,6.00044,46,Курская область
964,2006,"Курский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4632024980,8.82,46,Курская область
965,2014,"Курганский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4510020763,9.107388,45,Курганская область
966,2013,"Курганский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4510020763,2.03855,45,Курганская область
967,2012,"Курганский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4510020763,11.840522,45,Курганская область
968,2011,"Курганский региональный общественный фонд под держки Всероссийской политической партии ""Единая Россия""",4510020763,31.133454,45,Курганская область
969,2010,"Курганский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4510020763,6.48576,45,Курганская область
970,2009,"Курганский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4510020763,8.623,45,Курганская область
971,2008,"Курганский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4510020763,5.263166,45,Курганская область
972,2015,"АО ""ГАЛИЧСКИЙ АВТОКРАНОВЫЙ ЗАВОД""",4403000875,5.0,44,Костромская область
973,2015,"ООО ""Региональный центр оценки""",4401070210,1.33,44,Костромская область
974,2015,"ООО ""Эстимейт""",4401125477,1.0,44,Костромская область
975,2015,"ООО ""Амбер""",4401112870,0.75,44,Костромская область
976,2015,"ООО ""Цветы Высоково""",4414010191,0.75,44,Костромская область
977,2015,"ООО ""Вариант-С""",4402001065,0.45,44,Костромская область
978,2014,"Костромской региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4401045990,1.0,44,Костромская область
979,2012,"Костромской региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4401045990,10.099,44,Костромская область
980,2011,"Костромской региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4401045990,15.91119,44,Костромская область
981,2010,"Костромской региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4401045990,20.71429,44,Костромская область
982,2010,"Общество с ограниченной ответственностью ""Агентство недвижимости ""Костромской ипотечный центр""",4401061689,3.0655,44,Костромская область
983,2010,"Общество с ограниченной ответственностью ""Кострома-Финанс""",4401066172,1.41,44,Костромская область
984,2009,"Костромской региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4401045990,30.95581,44,Костромская область
985,2009,"Общество с ограниченной ответственностью ""ИПОТЕКА""",4401049868,0.79,44,Костромская область
986,2008,"Костромской региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4401045990,5.205,44,Костромская область
987,2006,"Костромской региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4401045990,9.0,44,Костромская область
988,2015,"ООО ""Кировский мелькомбинат""",4345116758,1.3,43,Кировская область
989,2014,"Кировский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4345046532,4.33092,43,Кировская область
990,2013,"Кировский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4345046532,1.44,43,Кировская область
991,2012,"Кировский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4345046532,16.48273,43,Кировская область
992,2011,"Кировский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4345046532,38.873688,43,Кировская область
993,2010,"Кировский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4345046532,4.367324,43,Кировская область
994,2010,"Общество с ограниченной ответственностью ""Вахруши-литобувь""",4329007695,3.25,43,Кировская область
995,2009,"Кировский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4345046532,13.084,43,Кировская область
996,2008,"Кировский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4345046532,4.0791,43,Кировская область
997,2006,"Кировский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4345046532,9.397218,43,Кировская область
998,2015,"ООО ""Е-ЛАЙТ-ТЕЛЕКОМ""",4205025388,0.35,42,Кемеровская область
999,2014,"КЕМЕРОВСКИЙ РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ПОДДЕРЖКИ ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""ЕДИНАЯ РОССИЯ""",4205044479,8.408127,42,Кемеровская область
1000,2013,"КЕМЕРОВСКИЙ РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ПОДДЕРЖКИ ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""ЕДИНАЯ РОССИЯ""",4205044479,4.655,42,Кемеровская область
1001,2012,"КЕМЕРОВСКИЙ РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ПОДДЕРЖКИ ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""ЕДИНАЯ РОССИЯ""",4205044479,7.42,42,Кемеровская область
1002,2012,"Закрытое акционерное общество ""Талтэк""",4223055709,3.0,42,Кемеровская область
1003,2011,"КЕМЕРОВСКИЙ РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ПОДДЕРЖКИ ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ 'ЕДИНАЯ РОССИЯ""",4205044479,17.46745,42,Кемеровская область
1004,2011,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАРИИНСКАВТОДОР""",4213006036,1.5,42,Кемеровская область
1005,2010,"КЕМЕРОВСКИЙ РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ПОДДЕРЖКИ ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""ЕДИНАЯ РОССИЯ""",4205044479,27.312777,42,Кемеровская область
1006,2009,"КЕМЕРОВСКИЙ РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ПОДДЕРЖКИ ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""ЕДИНАЯ РОССИЯ""",4205044479,48.5549,42,Кемеровская область
1007,2008,"КЕМЕРОВСКИЙ РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ПОДДЕРЖКИ ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""ЕДИНАЯ РОССИЯ""",4205044479,11.663639,42,Кемеровская область
1008,2008,"Открытое акционерное общество ""Шахта ""ЗАРЕЧНАЯ""",4212005632,10.95,42,Кемеровская область
1009,2008,"Общество с ограниченной ответственностью ""Юргинский машиностроительный завод""",4230020425,3.95,42,Кемеровская область
1010,2008,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ХОЛДИНГОВАЯ КОМПАНИЯ ""СДС-УГОЛЬ""",4205105080,0.54,42,Кемеровская область
1011,2006,"Открытое акционерное общество ""Угольная компания ""Южный Кузбасс""",4214000608,10.0,42,Кемеровская область
1012,2006,"Кемеровский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4205044479,7.32455,42,Кемеровская область
1013,2006,"Открытое акционерное общество ""РАЗРЕЗ ТОМУСИНСКИЙ""",4214000020,3.0,42,Кемеровская область
1014,2015,"ПАО ""Океанрыбфлот""",4100000530,24.8,41,Камчатская область
1015,2015,"ООО ""Устькамчатрыба""",4109002780,17.0,41,Камчатская область
1016,2015,"ООО ""Устой-М""",4101093866,16.8,41,Камчатская область
1017,2015,"ЗАО ""Энергия""",4109003920,11.2,41,Камчатская область
1018,2015,"АО ""РЫБОКОНСЕРВНЫЙ ЗАВОД ""КОМАНДОР""",4108003188,5.0,41,Камчатская область
1019,2015,"ООО ""АЗОВ""",4108002191,5.0,41,Камчатская область
1020,2014,"Камчатский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4101088305,20.901775,41,Камчатская область
1021,2014,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОКЕАНРЫБФЛОТ""",4100000530,0.9,41,Камчатская область
1022,2014,"ЗАО ""ЭНЕРГИЯ""",4109003920,0.5,41,Камчатская область
1023,2014,"ООО ""УСТЬКАМЧАТРЫБА""",4109002780,0.5,41,Камчатская область
1024,2013,"Камчатский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4101088305,10.759498,41,Камчатская область
1025,2012,"Камчатский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4101088305,20.694482,41,Камчатская область
1026,2011,"Камчатский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4101088305,34.092125,41,Камчатская область
1027,2010,"Камчатский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4101088305,14.535201,41,Камчатская область
1028,2009,"Камчатский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4101088305,17.161379,41,Камчатская область
1029,2008,"Камчатский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4101088305,7.408955,41,Камчатская область
1030,2006,"Камчатский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4101088305,7.873063,41,Камчатская область
1031,2006,"ОАО ""Океанрыбфлот""",4100000530,1.25,41,Камчатская область
1032,2006,"ООО ""Агропромстрой""",4100013755,0.5,41,Камчатская область
1033,2015,"ОАО КАЛУЖСКАЯ КОММЕРЧЕСКО-ПОСРЕДНИЧЕСКАЯ КОМПАНИЯ ""КАЛУГАГЛАВСНАБ""",4028001072,12.0,40,Калужская область
1034,2014,"Калужский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4027057001,4.387878,40,Калужская область
1035,2014,"ЗАО ""ОБНИНСКОРГСИНТЕЗ""",4025415519,0.335855,40,Калужская область
1036,2013,"Калужский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4027057001,0.929203,40,Калужская область
1037,2012,"Калужский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4027057001,12.760925,40,Калужская область
1038,2011,"Калужский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4027057001,6.968308,40,Калужская область
1039,2010,"Калужский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4027057001,14.07722,40,Калужская область
1040,2009,"Калужский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4027057001,27.43903,40,Калужская область
1041,2008,"Калужский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",4027057001,5.683,40,Калужская область
1042,2008,"Открытое акционерное общество ""Калужский завод путевых машин и гидроприводов""",4029000018,2.173421,40,Калужская область
1043,2006,"Калужский региональный общественный фонд поддержки Всероссийской партии ""ЕДИНСТВО и ОТЕЧЕСТВО""- Единая",4027057001,10.329916,40,Калужская область
1044,2015,"ООО ""Балткерамика""",3904053717,5.0,39,Калининградская область
1045,2015,"ООО Производственная Компания ""Завод ЖБИ-1""",3917503770,5.0,39,Калининградская область
1046,2015,"ООО ""АЛИР Мебель""",3917014225,1.0,39,Калининградская область
1047,2015,"ООО ""Эридан""",3908026270,0.75,39,Калининградская область
1048,2015,"ООО ""Карго-Сервис""",3908027059,0.5,39,Калининградская область
1049,2014,"Калининградский региональный общественный фонд поддержки ""Единой России""",3904050226,5.280648,39,Калининградская область
1050,2014,"ООО ""МЕДЕО""",3906253398,2.0,39,Калининградская область
1051,2014,"ООО ""ЮПИТЕР""",3906320189,1.0,39,Калининградская область
1052,2014,"ООО ""Профиль-Инвест""",3913010220,0.9,39,Калининградская область
1053,2014,"ООО ""КАЛИНИНГРАДСКИЙ СТРОИТЕЛЬНЫЙ КОНЦЕРН""",3905033791,0.5,39,Калининградская область
1054,2014,"ООО ""ЭРИДАН""",3908026270,0.45,39,Калининградская область
1055,2013,"ООО ""Ц и К""",3917021790,1.3,39,Калининградская область
1056,2013,"ООО ""Ундина""",3907062340,0.5,39,Калининградская область
1057,2013,"ООО ""КАРГО СЕРВИС""",3908027059,0.5,39,Калининградская область
1058,2013,"ОАО ""Калининградский морской торговый порт""",3908018946,0.45,39,Калининградская область
1059,2013,"ОАО ""АБ ОБО""",3905055266,0.4,39,Калининградская область
1060,2013,"ООО ""Девятое апреля""",3906267810,0.4,39,Калининградская область
1061,2013,"ООО ""Калининградвторцветмет""",3908603898,0.4,39,Калининградская область
1062,2013,"ООО ""Еврострой Сервис плюс""",3904060577,0.35,39,Калининградская область
1063,2012,"Общество с ограниченной ответственностью ""Калининград стройсервис""",3904045040,2.0,39,Калининградская область
1064,2012,"Общество с ограниченной ответственностью ""Ужин""",3908031986,0.5,39,Калининградская область
1065,2012,"Общество с ограниченной ответственностью ""Факт""",3912502211,0.5,39,Калининградская область
1066,2011,"Калининградский региональный общественный фонд поддержки ""Единой России""",3904050226,31.619395,39,Калининградская область
1067,2010,"Калининградский региональный общественный фонд поддержки ""Единой России""",3904050226,32.68906,39,Калининградская область
1068,2010,"Общество с ограниченной ответственностью "" ЛУКОЙЛ-Калининградморнефть""",3900004998,0.5,39,Калининградская область
1069,2009,"Калининградский региональный общественный фонд поддержки Всероссийской партии ""Единство и Отечество"" - Единая Россия",3904050226,22.42995,39,Калининградская область
1070,2008,"Калининградский региональный общественный фонд поддержки Всероссийской партии ""ЕДИНСТВО и ОТЕЧЕСТВО"" - Единая Россия""",3904050226,13.0,39,Калининградская область
1071,2008,"Открытое акционерное общество ""Калининградский морской торговый порт""",3908018946,5.0,39,Калининградская область
1072,2006,"Калининградский региональный общественный фонд поддержки Всероссийской партии ""ЕДИНСТВО и ОТЕЧЕСТВО"" - Единая Россия""",3904050226,5.1,39,Калининградская область
1073,2006,"ООО ""Бауцентр""",3906084414,1.853387,39,Калининградская область
1074,2006,"Ассоциация ""Группа компаний Вестер""",3906074039,1.0,39,Калининградская область
1075,2006,"ООО ""Виктория Кэш К""",3906146004,1.0,39,Калининградская область
1076,2006,ООО Ш-е отделение,3906080963,0.4,39,Калининградская область
1077,2015,"ООО ""Центрторг""",3805711490,6.425,38,Иркутская область
1078,2015,"ООО ""ЯНТА-Т""",3827016676,1.0,38,Иркутская область
1079,2015,"ООО ""Иркутский масложиркомбинат""",3811185573,0.5,38,Иркутская область
1080,2014,ИРКУТСКОЕ ОАО ЭНЕРГЕТИКИ И ЭЛЕКТРИФИКАЦИИ,3800000220,6.425,38,Иркутская область
1081,2014,"ОАО ""Иркутский масложиркомбинат""",3812010576,1.0,38,Иркутская область
1082,2014,"ООО ""ПСМ-Иркутск""",3808148028,1.0,38,Иркутская область
1083,2014,"ООО УПРАВЛЯЮЩАЯ КОМПАНИЯ ""МЕБЕЛЬ СИТИ""",3808167870,0.625,38,Иркутская область
1084,2014,"ООО ""ДЕВЕЛОПЕРСКАЯ ГРУППА ВРЕМЯ""",3811147779,0.5,38,Иркутская область
1085,2013,"ОАО ""Иркутский масложиркомбинат""",3812010576,0.8,38,Иркутская область
1086,2012,"Общество с ограниченной ответственностью ""Фиджи""",3849003310,3.5,38,Иркутская область
1087,2012,"Открытое акционерное общество ""Финансовостроительная компания ""Новый город""",3807003862,2.197031,38,Иркутская область
1088,2012,"Общество с ограниченной ответственностью ""Солей""",3848001800,1.68,38,Иркутская область
1089,2012,"Закрытое акционерное общество ""Труд""",3812035570,1.0,38,Иркутская область
1090,2012,"Открытое акционерное общество ""Иркутский масложиркомбинат""",3812010576,0.9,38,Иркутская область
1091,2012,"Общество с ограниченной ответственностью ""Перспектива""",3810318118,0.7,38,Иркутская область
1092,2011,"Общество с ограниченной ответственностью Фирма ""Медина""",3809016313,4.55,38,Иркутская область
1093,2011,"Открытое акционерное общество ""Иркутский масложиркомбинат""",3812010576,4.5,38,Иркутская область
1094,2011,"Общество с ограниченной ответственностью ""Автоспецлес""",3812127084,2.0,38,Иркутская область
1095,2011,"Общество с ограниченной ответственностью ’Саянскхимпласт""",3808159598,1.0,38,Иркутская область
1096,2011,"Закрытое акционерное общество ""Формула развития""",3811096387,1.0,38,Иркутская область
1097,2011,"Общество с ограниченной ответственностью ""Медснаб""",3808066495,0.7,38,Иркутская область
1098,2011,"Открытое акционерное общество ""Саянскхимпласт""",3814007314,0.7,38,Иркутская область
1099,2011,"Общество с ограниченной ответственностью ""Падунский коммунальный комплекс-семь""",3805704189,0.5,38,Иркутская область
1100,2011,"Открытое акционерное общество ""Финансовостроительная компания ""Новый город""",3807003862,0.5,38,Иркутская область
1101,2011,"Общество с ограниченной ответственностью ""Компас""",3811123947,0.5,38,Иркутская область
1102,2010,"Общество с ограниченной ответственностью ""Саянскхимпласт""",3808159598,3.9,38,Иркутская область
1103,2010,"Общество с ограниченной ответственностью фирма ""ЦЕНТР""",3805208624,2.077,38,Иркутская область
1104,2010,"Иркутский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",3808082881,0.966595,38,Иркутская область
1105,2010,"Общество с ограниченной ответственностью Фирма ""Медина""",3809016313,0.8,38,Иркутская область
1106,2010,"Открытое акционерное общество ""Иркутский масложиркомбинат""",3812010576,0.5,38,Иркутская область
1107,2009,"Иркутский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",3808082881,43.802951,38,Иркутская область
